ShopID,Sales,AvgIncome,Price,Temperature,State,Season
502,417,46188,3.19,6,Texas,Winter
503,140,51764,2.69,24,Texas,Autumn
504,439,45778,3.64,26,Louisiana,Spring
505,506,106024,2.81,22,Texas,Autumn
506,276,68588,2.93,5,Louisiana,Winter
507,340,62620,2.36,12,Texas,Winter
508,512,49074,2.93,29,Louisiana,Summer
509,98,47902,3.5,9,Texas,Autumn
510,278,46818,2.76,20,Texas,Autumn
511,55,43542,3.51,23,Louisiana,Autumn
512,322,42186,3.15,28,Louisiana,Spring
513,345,50810,2.51,27,Texas,Spring
514,206,57742,3.24,23,Louisiana,Autumn
515,173,58810,3.24,12,Louisiana,Autumn
516,174,87036,2.84,7,Louisiana,Winter
517,468,70242,3.14,24,Texas,Autumn
518,97,49104,3.18,23,Louisiana,Autumn
519,466,61728,3.36,8,Texas,Autumn
520,401,41652,2.65,21,Texas,Autumn
521,72,49226,3.13,23,Louisiana,Autumn
522,178,59924,2.9,11,Texas,Winter
523,176,60706,2.83,25,Louisiana,Autumn
524,565,47014,2.9,12,Texas,Autumn
525,178,53666,3.26,10,Louisiana,Winter
526,46,46672,2.93,14,Louisiana,Autumn
527,88,57854,2.53,10,Texas,Winter
528,196,47982,2.93,11,Louisiana,Winter
529,244,44366,3.06,29,Texas,Autumn
530,110,51518,2.98,7,Louisiana,Winter
531,205,56986,2.78,9,Louisiana,Winter
532,154,47696,3.04,26,Louisiana,Autumn
533,304,54708,3.38,22,Louisiana,Spring
534,401,47106,3.27,24,Texas,Autumn
535,499,59130,2,23,Texas,Autumn
536,177,62780,2.74,14,Texas,Autumn
537,172,45262,2.67,23,Louisiana,Autumn
538,293,61496,2.55,23,Texas,Autumn
539,393,85896,3.18,8,Texas,Winter
540,359,43024,2.66,26,Louisiana,Autumn
541,339,93690,1.89,8,Texas,Winter
542,426,55084,2.84,12,Texas,Winter
543,152,67666,2.99,7,Louisiana,Autumn
544,355,54694,2.9,16,Texas,Autumn
545,469,64766,2.47,24,Texas,Autumn
546,527,55562,2.21,28,Louisiana,Summer
547,116,62018,2.72,4,Texas,Winter
548,74,41476,3.39,11,Louisiana,Autumn
549,421,39362,3.14,14,Texas,Autumn
550,266,56366,2.68,26,Texas,Spring
551,560,46120,3.62,24,Texas,Spring
552,316,45706,2.98,13,Louisiana,Autumn
553,218,75776,3.36,21,Louisiana,Autumn
554,356,73974,2.91,8,Louisiana,Autumn
555,88,67238,2.06,10,Louisiana,Winter
556,382,79558,2.78,13,Texas,Autumn
557,128,53798,3.03,11,Louisiana,Winter
558,271,60218,2.7,23,Louisiana,Spring
559,191,64270,2.81,12,Louisiana,Autumn
560,404,45880,3.42,24,Louisiana,Spring
561,145,40080,2.26,21,Texas,Autumn
562,357,51254,2.72,10,Texas,Winter
563,247,54116,3.3,9,Louisiana,Winter
564,230,53042,1.93,9,Louisiana,Winter
565,301,49508,3.09,7,Texas,Winter
566,4,63694,3.26,9,Louisiana,Autumn
567,411,69620,3.51,10,Texas,Winter
568,190,63254,3.35,7,Louisiana,Autumn
569,210,63950,3.41,10,Louisiana,Autumn
570,219,47854,1.81,23,Louisiana,Autumn
571,487,46156,2.81,29,Texas,Summer
572,196,50066,2.95,12,Texas,Autumn
573,394,63164,2.78,25,Louisiana,Autumn
574,141,48174,3.31,9,Louisiana,Winter
575,207,60778,2.3,8,Louisiana,Winter
576,14,84954,3.07,9,Louisiana,Winter
577,282,74958,2.81,22,Louisiana,Autumn
578,249,44096,2.87,29,Louisiana,Spring
579,221,54638,3,5,Louisiana,Winter
580,267,51288,2.88,25,Texas,Autumn
581,191,63572,2.54,23,Louisiana,Autumn
582,156,51648,3.01,5,Texas,Winter
583,693,43178,2.72,31,Louisiana,Summer
584,403,49414,3.53,28,Texas,Autumn
585,368,45926,2.7,28,Louisiana,Autumn
586,153,46502,2.44,18,Texas,Autumn
587,27,64064,3,4,Louisiana,Winter
588,197,52304,3.02,12,Louisiana,Autumn
589,210,44306,2.72,26,Texas,Autumn
590,240,42868,3.42,7,Louisiana,Winter
591,204,52112,2.66,10,Louisiana,Winter
592,111,41444,2.68,9,Texas,Winter
593,337,51970,2.37,26,Texas,Autumn
594,329,81410,3.09,9,Texas,Winter
595,613,53484,2.34,26,Louisiana,Spring
596,436,66026,3.05,27,Texas,Spring
597,260,61926,3.18,10,Louisiana,Autumn
598,73,48318,2.79,14,Texas,Autumn
599,390,74758,2.82,9,Louisiana,Winter
600,57,53516,2.67,7,Louisiana,Autumn
601,243,41988,3.08,12,Texas,Autumn
602,632,46310,2.99,27,Louisiana,Summer
603,180,55898,3.28,9,Louisiana,Autumn
604,210,58912,3.36,7,Louisiana,Winter
605,308,60528,3.23,10,Louisiana,Autumn
606,247,42712,3.32,22,Texas,Autumn
607,352,46822,2.81,13,Texas,Autumn
608,419,56440,3.06,11,Louisiana,Winter
609,186,50240,2.98,11,Louisiana,Winter
610,294,43576,3.12,29,Louisiana,Autumn
611,438,52416,2.91,20,Louisiana,Autumn
612,224,44034,2.43,24,Louisiana,Autumn
613,194,44618,3.7,25,Louisiana,Autumn
614,266,58116,2.55,31,Texas,Autumn
615,171,49772,2.79,12,Louisiana,Autumn
616,224,75618,2.7,14,Louisiana,Autumn
617,155,64928,3.39,8,Louisiana,Autumn
618,165,58596,2.81,11,Louisiana,Winter
619,523,57316,3.04,28,Texas,Summer
620,131,53420,3.43,8,Louisiana,Autumn
621,263,69924,2.72,25,Louisiana,Autumn
622,173,59292,2.31,7,Texas,Winter
623,196,57676,2.85,8,Texas,Winter
624,284,53240,3.36,19,Louisiana,Autumn
625,590,47032,2.84,27,Texas,Spring
626,65,46902,3.01,20,Texas,Autumn
627,363,66196,3,14,Texas,Autumn
628,232,43698,3.16,23,Louisiana,Autumn
629,416,55044,2.83,29,Texas,Autumn
630,689,56426,2.69,27,Texas,Spring
631,46,45616,3.05,7,Louisiana,Winter
632,5,57572,3.02,10,Louisiana,Autumn
633,185,68440,2.99,11,Louisiana,Autumn
634,86,56376,2.91,11,Louisiana,Autumn
635,14,55930,3.57,10,Louisiana,Winter
636,321,48228,3.03,11,Louisiana,Autumn
637,378,62022,2.86,24,Texas,Autumn
638,11,54538,3.35,15,Louisiana,Autumn
639,504,57280,3.38,24,Texas,Spring
640,2,46834,3.19,11,Texas,Autumn
641,371,79012,2.63,13,Louisiana,Autumn
642,112,63842,2.94,20,Louisiana,Autumn
643,259,66808,2.49,24,Texas,Autumn
644,50,51862,3.21,23,Louisiana,Autumn
645,201,59064,3.32,10,Louisiana,Winter
646,100,62222,3.17,18,Louisiana,Autumn
647,99,38430,2.72,30,Louisiana,Autumn
648,688,49814,2.81,32,Texas,Spring
649,33,50368,2.71,25,Louisiana,Spring
650,515,58050,2.99,23,Louisiana,Autumn
651,264,52436,3.15,12,Texas,Autumn
652,419,58888,2.53,5,Texas,Winter
653,543,66228,2.22,24,Louisiana,Spring
654,127,47772,3.03,27,Louisiana,Autumn
655,498,45684,3.32,30,Louisiana,Summer
656,263,61180,3.51,6,Texas,Winter
657,256,42334,3.36,8,Louisiana,Winter
658,124,75062,3.11,12,Texas,Autumn
659,117,62946,3.33,3,Louisiana,Winter
660,288,58950,2.25,12,Texas,Autumn
661,114,57250,3.14,12,Louisiana,Autumn
662,201,50774,2.72,11,Louisiana,Winter
663,75,59836,3.16,5,Louisiana,Winter
664,72,51888,2.97,29,Texas,Autumn
665,54,58098,3.61,13,Louisiana,Autumn
666,174,53208,2.92,13,Louisiana,Autumn
667,134,56168,3.15,9,Louisiana,Winter
668,193,48062,3.02,28,Louisiana,Spring
669,365,57874,2.74,15,Texas,Autumn
670,539,52106,2.1,25,Texas,Autumn
671,267,53698,2.81,10,Louisiana,Winter
672,33,54704,2.98,6,Louisiana,Winter
673,523,65218,3.11,25,Texas,Spring
674,453,54434,3.11,25,Louisiana,Spring
675,196,45998,3.54,28,Louisiana,Autumn
676,107,42250,3.26,14,Louisiana,Autumn
677,305,56680,2.67,11,Louisiana,Autumn
678,370,56442,3.01,11,Texas,Autumn
679,41,52886,3.03,13,Louisiana,Autumn
680,222,63946,3.32,10,Louisiana,Autumn
681,347,51300,2.82,7,Texas,Winter
682,84,47854,2.92,29,Louisiana,Autumn
683,153,72260,2,19,Louisiana,Autumn
684,394,62676,2.8,6,Texas,Winter
685,190,47868,2.75,7,Louisiana,Winter
686,246,61874,2.83,30,Texas,Autumn
687,138,48174,3.35,7,Louisiana,Winter
688,491,65150,2.8,8,Louisiana,Autumn
689,208,56486,3.27,10,Texas,Autumn
690,38,46794,3.26,27,Louisiana,Autumn
691,257,56776,2.99,30,Texas,Autumn
692,161,52230,3.32,9,Louisiana,Winter
693,296,65262,3.02,6,Texas,Winter
694,92,66108,2.78,3,Louisiana,Winter
695,382,59752,2.58,24,Texas,Autumn
696,110,42968,3.19,7,Louisiana,Winter
697,43,50714,3.43,23,Texas,Autumn
698,8,62992,3.14,10,Louisiana,Winter
699,313,45360,2.43,26,Texas,Spring
700,566,64244,2.91,22,Louisiana,Autumn
701,531,63456,1.26,25,Louisiana,Spring
702,572,54436,2.22,30,Texas,Spring
703,678,42372,2.9,29,Texas,Summer
704,112,75800,2.67,5,Louisiana,Winter
705,55,50390,3.39,13,Louisiana,Autumn
706,310,65110,2.93,3,Texas,Winter
707,238,74742,2.98,22,Louisiana,Autumn
708,90,51460,3.22,10,Louisiana,Winter
709,31,59372,2,10,Louisiana,Autumn
710,24,50304,3.56,20,Louisiana,Autumn
711,226,55022,3.08,13,Louisiana,Autumn
712,355,47222,3.35,11,Texas,Autumn
713,46,54622,3.2,9,Louisiana,Winter
714,186,55762,3.32,19,Louisiana,Autumn
715,535,60032,2.92,8,Louisiana,Autumn
716,261,63526,2.34,8,Louisiana,Winter
717,28,43434,3.34,26,Louisiana,Autumn
718,277,68296,2.95,14,Texas,Autumn
719,472,51494,2.61,24,Texas,Autumn
720,90,42614,2.63,27,Texas,Autumn
721,319,63170,3.16,10,Louisiana,Winter
722,534,56262,2.67,26,Texas,Spring
723,403,52264,3.31,26,Louisiana,Spring
724,83,44578,2.87,8,Louisiana,Winter
725,28,48440,3.01,10,Texas,Autumn
726,3,47940,3.38,21,Texas,Autumn
727,166,42332,3.46,11,Louisiana,Winter
728,493,60874,2.18,22,Texas,Autumn
729,259,58560,2.59,23,Louisiana,Autumn
730,376,49408,2.78,25,Texas,Spring
731,30,77008,3.33,8,Louisiana,Autumn
732,326,51286,3.2,26,Texas,Autumn
733,387,53456,3.02,24,Texas,Autumn
734,190,58654,2.82,9,Louisiana,Winter
735,33,62530,3.37,13,Louisiana,Autumn
736,176,42708,2.75,25,Texas,Autumn
737,157,41466,3.18,12,Louisiana,Winter
738,171,50862,3.05,25,Louisiana,Autumn
739,454,58718,3.12,13,Texas,Autumn
740,562,61058,3.08,24,Texas,Spring
741,265,45822,3.48,25,Louisiana,Autumn
742,370,42098,2.94,24,Texas,Autumn
743,22,56514,3.23,7,Louisiana,Winter
744,271,59208,2.99,7,Texas,Winter
745,235,66198,3.42,6,Louisiana,Autumn
746,449,62312,2.94,27,Louisiana,Autumn
747,618,89280,2.34,30,Louisiana,Summer
748,358,60198,2.82,27,Louisiana,Spring
749,50,45302,2.26,13,Texas,Autumn
750,138,49460,3.06,12,Louisiana,Autumn
751,75,45336,2.37,27,Texas,Autumn
752,252,46296,2.62,27,Texas,Autumn
753,231,56622,3.31,11,Texas,Winter
754,285,50910,3.27,23,Louisiana,Autumn
755,344,52030,2.76,13,Louisiana,Autumn
756,26,50250,3.12,13,Louisiana,Autumn
757,302,53112,3.52,10,Louisiana,Autumn
758,3,61894,2.99,8,Louisiana,Autumn
759,224,58372,2.88,26,Texas,Autumn
760,315,51338,3,21,Louisiana,Autumn
761,93,54000,3.26,11,Texas,Autumn
762,122,41460,3.3,26,Texas,Spring
763,269,69330,3.13,22,Louisiana,Autumn
764,253,55402,2.85,15,Louisiana,Autumn
765,98,53510,2.61,20,Louisiana,Autumn
766,169,52508,2.79,10,Louisiana,Autumn
767,335,56728,3.1,28,Louisiana,Autumn
768,162,44716,2.96,29,Louisiana,Autumn
769,382,77736,1,10,Texas,Autumn
770,366,50616,3.27,32,Texas,Autumn
771,330,57226,2.85,28,Louisiana,Spring
772,384,71144,2.97,6,Texas,Winter
773,102,49220,3.35,11,Texas,Autumn
774,362,50800,2.94,10,Texas,Autumn
775,494,44270,2.93,26,Texas,Autumn
776,47,63658,2.93,9,Texas,Winter
777,202,76846,3.5,13,Louisiana,Autumn
778,229,62514,2.61,10,Texas,Autumn
779,87,41158,2.85,23,Louisiana,Autumn
780,200,53630,2.73,21,Louisiana,Autumn
781,172,93754,2.74,5,Louisiana,Winter
782,142,46662,3.23,9,Louisiana,Winter
783,319,74848,3.04,8,Louisiana,Winter
784,459,51754,2.95,25,Louisiana,Spring
785,552,40500,2.82,30,Texas,Spring
786,4,67870,3.13,14,Texas,Autumn
787,146,50020,3.11,12,Louisiana,Autumn
788,373,56852,1.68,25,Louisiana,Autumn
789,423,60688,3.15,26,Louisiana,Spring
790,278,57614,2.36,11,Louisiana,Winter
791,573,57976,2.88,24,Texas,Spring
792,408,68434,2.61,22,Louisiana,Autumn
793,335,54254,2.38,25,Louisiana,Spring
794,113,46276,3.31,19,Louisiana,Autumn
795,306,60606,3.02,10,Louisiana,Autumn
796,385,52640,2.87,14,Louisiana,Autumn
797,229,40020,2.97,22,Louisiana,Autumn
798,22,66890,3.3,9,Louisiana,Winter
799,18,63556,2.67,6,Louisiana,Winter
800,103,150880,3.13,7,Louisiana,Winter
801,328,42000,2.9,23,Texas,Autumn
802,267,51816,2.8,10,Texas,Winter
803,633,47750,3.01,27,Louisiana,Spring
804,209,58052,2.61,9,Texas,Winter
805,519,48478,2.99,28,Texas,Summer
806,196,56288,2.9,28,Louisiana,Autumn
807,459,62524,2.6,9,Texas,Autumn
808,73,51130,3.21,8,Texas,Winter
809,500,55434,2.87,25,Louisiana,Spring
810,250,45844,2.54,20,Texas,Autumn
811,18,50358,3.21,23,Louisiana,Autumn
812,350,51444,2.8,22,Louisiana,Autumn
813,112,50960,3.2,24,Texas,Autumn
814,272,50516,3.13,23,Texas,Autumn
815,208,63318,3.51,7,Louisiana,Autumn
816,293,57226,3.34,14,Louisiana,Autumn
817,153,54440,2.46,11,Louisiana,Autumn
818,553,49288,1.99,27,Texas,Spring
819,484,52780,2.39,20,Texas,Autumn
820,59,64494,2.61,10,Louisiana,Autumn
821,498,47622,3.05,30,Louisiana,Summer
822,100,58692,3.02,7,Texas,Winter
823,271,56438,3,8,Texas,Winter
824,392,99052,2.92,26,Texas,Spring
825,566,36946,2.67,28,Texas,Summer
826,234,51468,2.85,15,Texas,Autumn
827,418,56952,3.18,10,Louisiana,Autumn
828,419,51508,2.82,12,Texas,Winter
829,177,49104,2.95,10,Louisiana,Winter
830,235,48912,2.62,9,Texas,Winter
831,294,61494,2.82,15,Texas,Autumn
832,240,57804,3.17,8,Louisiana,Winter
833,455,62586,3.04,16,Texas,Autumn
834,449,76188,2.54,13,Louisiana,Autumn
835,536,53678,3.11,29,Texas,Summer
836,174,47458,3.38,11,Louisiana,Autumn
837,8,64816,3.33,10,Louisiana,Winter
838,138,41672,2.9,15,Texas,Autumn
839,554,64404,3.07,21,Texas,Autumn
840,663,53094,2.34,30,Louisiana,Summer
841,141,58788,3.25,23,Louisiana,Autumn
842,42,50180,3.23,9,Texas,Winter
843,338,78546,3.16,10,Louisiana,Autumn
844,518,45606,2.66,28,Texas,Autumn
845,341,57768,3.28,5,Texas,Winter
846,383,57272,2.87,23,Louisiana,Autumn
847,242,49176,3.33,10,Louisiana,Winter
848,173,66496,2.53,6,Louisiana,Winter
849,2,56858,3.24,8,Louisiana,Autumn
850,227,67632,3.18,25,Texas,Autumn
851,27,59170,2.88,6,Louisiana,Winter
852,226,58492,2.81,11,Texas,Winter
853,164,47966,3.05,23,Louisiana,Autumn
854,46,53366,2.81,10,Louisiana,Autumn
855,440,65776,1.6,22,Texas,Autumn
856,362,75598,2.79,22,Texas,Autumn
857,473,54636,2.87,9,Texas,Autumn
858,408,62056,3.36,25,Texas,Spring
859,171,60150,2.92,10,Louisiana,Autumn
860,519,47484,3.21,27,Texas,Summer
861,120,46802,3.08,12,Louisiana,Autumn
862,217,58236,3.56,7,Texas,Winter
863,313,52454,3.5,24,Louisiana,Spring
864,270,41624,2.71,19,Texas,Autumn
865,143,57004,2.73,4,Texas,Winter
866,451,72232,2.66,27,Texas,Autumn
867,91,50638,3.31,14,Louisiana,Autumn
868,292,49246,2.71,24,Louisiana,Spring
869,182,41570,3.21,27,Louisiana,Spring
870,267,45616,2.88,12,Louisiana,Autumn
871,506,42658,2.88,28,Texas,Summer
872,431,70778,3.22,13,Louisiana,Autumn
873,455,79450,2.65,11,Texas,Autumn
874,459,60184,3.03,10,Texas,Autumn
875,140,50222,2.69,9,Texas,Winter
876,141,47714,3.41,9,Louisiana,Autumn
877,321,60574,2.15,11,Texas,Autumn
878,172,48846,2.61,24,Texas,Autumn
879,540,50308,3.12,27,Louisiana,Spring
880,360,60484,2.4,23,Texas,Autumn
881,261,64638,2.96,10,Texas,Winter
882,136,100264,3.31,4,Louisiana,Winter
883,184,53670,2.08,11,Texas,Autumn
884,264,61370,2.69,10,Louisiana,Autumn
885,452,43440,2.26,23,Texas,Autumn
886,175,54238,3.33,26,Louisiana,Autumn
887,170,55638,3,15,Texas,Autumn
888,287,54856,2.77,11,Louisiana,Autumn
889,7,51700,3.09,12,Louisiana,Autumn
890,178,43506,3.39,9,Louisiana,Autumn
891,311,59542,2.99,6,Texas,Winter
892,220,70478,2.56,8,Louisiana,Winter
893,366,60040,3.08,11,Louisiana,Autumn
894,94,39276,3.06,8,Texas,Winter
895,111,47590,2.9,10,Louisiana,Winter
896,5,41696,2.37,8,Louisiana,Winter
897,85,43996,3.13,26,Louisiana,Autumn
898,13,61514,2.92,9,Louisiana,Winter
899,197,49716,3.25,26,Louisiana,Spring
900,610,45006,3.12,26,Louisiana,Summer
901,394,50324,3.37,24,Louisiana,Spring
902,33,41292,3.57,9,Louisiana,Autumn
903,117,53614,3.3,13,Louisiana,Autumn
904,353,49704,2.97,26,Louisiana,Spring
905,148,47018,2.83,11,Texas,Winter
906,268,48778,3.63,27,Louisiana,Summer
907,239,85768,2.89,12,Louisiana,Autumn
908,167,61870,2.63,1,Louisiana,Winter
909,152,57734,3.03,13,Louisiana,Autumn
910,59,43518,3.33,29,Texas,Spring
911,368,47502,2.9,24,Texas,Autumn
912,320,60788,2.61,10,Louisiana,Autumn
913,144,45492,3.32,23,Texas,Autumn
914,298,50208,2.28,24,Texas,Autumn
915,371,46766,2.88,30,Louisiana,Spring
916,318,43724,2.25,21,Louisiana,Autumn
917,291,57238,2.69,16,Louisiana,Autumn
918,430,65468,2.4,10,Louisiana,Autumn
919,681,57808,3.15,25,Texas,Spring
920,101,44906,3.42,22,Louisiana,Autumn
921,48,38938,3.35,26,Louisiana,Autumn
922,188,45130,2.4,16,Louisiana,Autumn
923,244,53568,2.97,15,Louisiana,Autumn
924,181,56186,2.7,11,Louisiana,Autumn
925,153,57186,3.39,23,Louisiana,Autumn
926,166,52106,2.77,14,Louisiana,Autumn
927,239,51668,3.22,20,Louisiana,Autumn
928,586,40748,3.09,27,Texas,Summer
929,429,50992,2.13,28,Louisiana,Spring
930,228,70530,3.27,9,Louisiana,Autumn
931,97,49204,3.32,6,Texas,Winter
932,97,59492,3.85,10,Texas,Winter
933,336,54654,3.36,22,Louisiana,Autumn
934,668,56190,3.23,28,Louisiana,Summer
935,414,55312,3.15,15,Louisiana,Autumn
936,360,41718,2.99,25,Louisiana,Autumn
937,6,42762,3.67,24,Louisiana,Autumn
938,108,61858,3.26,8,Louisiana,Winter
939,56,59856,3,7,Louisiana,Autumn
940,254,42866,3.08,29,Texas,Spring
941,178,52454,3.24,11,Louisiana,Autumn
942,395,54492,2.63,10,Texas,Autumn
943,182,39286,3.06,15,Texas,Autumn
944,331,42044,2.88,12,Texas,Winter
945,141,57528,3.13,7,Louisiana,Winter
946,74,63250,3.51,12,Louisiana,Autumn
947,208,65326,3.06,11,Louisiana,Autumn
948,149,43774,2.97,9,Louisiana,Winter
949,141,45272,3.42,10,Louisiana,Autumn
950,262,52862,3.13,11,Louisiana,Autumn
951,181,42362,3.24,14,Texas,Autumn
952,181,58340,2.52,13,Louisiana,Autumn
953,82,67494,3.01,4,Louisiana,Winter
954,377,69226,3.24,8,Louisiana,Autumn
955,478,55210,2.69,24,Texas,Autumn
956,35,72918,3.05,7,Louisiana,Winter
957,243,60354,3.23,13,Louisiana,Autumn
958,701,41336,3.44,31,Texas,Summer
959,194,45304,3.37,27,Texas,Autumn
960,253,57088,3.09,9,Louisiana,Winter
961,137,50850,3.02,22,Louisiana,Autumn
962,93,39322,2.34,17,Louisiana,Autumn
963,410,58100,3.23,26,Louisiana,Spring
964,405,53552,2.96,27,Texas,Summer
965,242,51508,2.75,29,Louisiana,Autumn
966,149,68900,3.04,9,Texas,Winter
967,61,49664,3.71,10,Louisiana,Autumn
968,195,59264,2.95,8,Louisiana,Winter
969,212,45920,3.46,20,Texas,Autumn
970,4,48038,2.74,13,Louisiana,Autumn
971,451,68814,3.02,10,Louisiana,Autumn
972,240,66500,2.86,8,Texas,Winter
973,350,62244,2.48,11,Louisiana,Autumn
974,243,56566,2.59,9,Texas,Winter
975,421,72400,2.49,22,Louisiana,Autumn
976,109,64922,3.07,22,Texas,Autumn
977,397,49824,3.02,25,Texas,Autumn
978,233,58736,3.22,11,Texas,Winter
979,268,51814,2.82,28,Louisiana,Spring
980,97,52230,2.44,21,Texas,Autumn
981,227,52810,3.47,12,Texas,Autumn
982,92,49978,3.41,21,Texas,Autumn
983,172,87684,2.75,23,Louisiana,Autumn
984,125,60626,2.91,13,Louisiana,Autumn
985,192,62584,2.95,24,Louisiana,Autumn
986,213,51932,3.11,12,Louisiana,Autumn
987,210,60178,3.09,12,Louisiana,Autumn
988,208,46336,3.11,14,Texas,Autumn
989,277,46028,3.29,26,Louisiana,Autumn
990,173,48986,2.63,6,Texas,Winter
991,224,68924,3.53,24,Louisiana,Autumn
992,159,44414,3.09,17,Texas,Autumn
993,437,61932,3.48,21,Louisiana,Autumn
994,31,43422,2.94,11,Louisiana,Autumn
995,33,46392,3.39,22,Louisiana,Autumn
996,336,47178,3.12,28,Texas,Spring
997,177,73694,3.09,12,Louisiana,Autumn
998,34,50338,3.13,7,Texas,Winter
999,541,50000,3.11,13,Texas,Autumn
1000,181,68110,3.22,13,Louisiana,Autumn
